TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,EDUCATION: Grad H.S.,27.0812056,22.37539928,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,EDUCATION: Grad H.S.,25.91545328,21.41221566,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,EDUCATION: Grad H.S.,9.79744596,8.094978063,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,EDUCATION: Grad H.S.,3.58398588,2.961209196,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,EDUCATION: Grad H.S.,0.908197345,0.750383071,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,EDUCATION: Grad H.S.,0.996019799,0.822944924,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,EDUCATION: Grad H.S.,0,0,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,EDUCATION: Grad H.S.,3.478322473,2.87390655,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,EDUCATION: Grad H.S.,0.996019799,0.822944924,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,EDUCATION: Grad H.S.,0,0,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,EDUCATION: Grad H.S.,8.153766193,6.736914777,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,EDUCATION: Grad H.S.,0,0,82.62334996,76
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,EDUCATION: Some P.S.,25.23890377,10.26325658,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,EDUCATION: Some P.S.,16.87414535,6.861775175,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,EDUCATION: Some P.S.,8.582108515,3.489865586,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,EDUCATION: Some P.S.,11.87476836,4.828806974,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,EDUCATION: Some P.S.,0,0,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,EDUCATION: Some P.S.,2.920889416,1.187763058,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,EDUCATION: Some P.S.,6.960687958,2.830524144,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,EDUCATION: Some P.S.,12.79332473,5.202332692,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,EDUCATION: Some P.S.,0,0,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,EDUCATION: Some P.S.,0,0,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,EDUCATION: Some P.S.,0,0,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,EDUCATION: Some P.S.,10.11442177,4.112972051,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,EDUCATION: Some P.S.,4.640750127,1.887134628,40.66443089,31
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not believe they help/do not protect against the flu,EDUCATION: Grad P.S.,23.40046931,37.512953,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont need it/Dont get sick/Never have the flu,EDUCATION: Grad P.S.,26.33730385,42.22094986,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Have never gotten a flu shot,EDUCATION: Grad P.S.,10.02215965,16.06637879,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots make people sick/have made me sick in the past,EDUCATION: Grad P.S.,8.632757049,13.83904763,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont believe in vaccines/Dont want chemicals injected in me,EDUCATION: Grad P.S.,2.902781008,4.653406138,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Flu shots have risks,EDUCATION: Grad P.S.,2.997855485,4.805818653,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Causes allergic reaction/Allergic to ingredients in vaccines,EDUCATION: Grad P.S.,2.179438308,3.493825945,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Schedule/too busy/not convenient times,EDUCATION: Grad P.S.,1.408924782,2.258626885,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not like needles,EDUCATION: Grad P.S.,1.592125095,2.55231265,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Transportation/Unable to get to a flu shot location,EDUCATION: Grad P.S.,1.143347941,1.832884503,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Do not know where to get a flu shot,EDUCATION: Grad P.S.,0.654224954,1.048778536,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Another reason,EDUCATION: Grad P.S.,11.4099024,18.29104907,160.3085498,146
TABLE AD6: FIRST MENTION [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?,Dont know/No answer,EDUCATION: Grad P.S.,7.318710168,11.73251813,160.3085498,146
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont need it/Dont get sick/Never have the flu,NOVA SCOTIA %,29.87298992,95.23669151,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not believe they help/do not protect against the flu,NOVA SCOTIA %,27.27899671,86.96690224,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Have never gotten a flu shot,NOVA SCOTIA %,16.1845366,51.59716932,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Flu shots make people sick/have made me sick in the past,NOVA SCOTIA %,12.66883353,40.38891969,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Flu shots have risks,NOVA SCOTIA %,7.368008703,23.48960629,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont believe in vaccines/Dont want chemicals injected in me,NOVA SCOTIA %,4.831552233,15.40324724,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not like needles,NOVA SCOTIA %,3.71073487,11.83002147,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Causes allergic reaction/Allergic to ingredients in vaccines,NOVA SCOTIA %,3.152609694,10.05068852,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Schedule/too busy/not convenient times,NOVA SCOTIA %,2.675097942,8.528355484,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Transportation/Unable to get to a flu shot location,NOVA SCOTIA %,1.049826514,3.346903142,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not know where to get a flu shot,NOVA SCOTIA %,0.764778059,2.438153403,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Another reason,NOVA SCOTIA %,10.03653546,31.99701248,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont know/No answer,NOVA SCOTIA %,4.440806311,14.15752832,318.8053548,288
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont need it/Dont get sick/Never have the flu,REGION: Halifax,29.01128514,33.11063513,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not believe they help/do not protect against the flu,REGION: Halifax,26.91016798,30.7126261,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Have never gotten a flu shot,REGION: Halifax,12.48047623,14.24399135,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Flu shots make people sick/have made me sick in the past,REGION: Halifax,13.16358601,15.02362584,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Flu shots have risks,REGION: Halifax,4.514547921,5.152462162,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont believe in vaccines/Dont want chemicals injected in me,REGION: Halifax,2.768044598,3.159174585,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not like needles,REGION: Halifax,4.771204475,5.445384777,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Causes allergic reaction/Allergic to ingredients in vaccines,REGION: Halifax,1.615481589,1.843752222,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Schedule/too busy/not convenient times,REGION: Halifax,5.196719426,5.931025804,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Transportation/Unable to get to a flu shot location,REGION: Halifax,0,0,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not know where to get a flu shot,REGION: Halifax,0.918931728,1.048778536,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Another reason,REGION: Halifax,11.66388962,13.31201949,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont know/No answer,REGION: Halifax,4.258589753,4.860336616,114.1301909,112
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Dont need it/Dont get sick/Never have the flu,REGION: Cape Breton,32.8872476,11.19134759,34.02944426,24
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Do not believe they help/do not protect against the flu,REGION: Cape Breton,32.64031593,11.10731811,34.02944426,24
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Have never gotten a flu shot,REGION: Cape Breton,19.5556337,6.654673468,34.02944426,24
TABLE AD6: TOTAL MENTIONS [ASK IF NO IN AD3] What is the main reason you are not getting the flu shot this season?  Any other reasons?,Flu shots make people sick/have made me sick in the past,REGION: Cape Breton,14.61143748,4.972190973,34.02944426,24
